time	V(vout)	V(n001)	V(n012)	V(n013)
5.206295664447456e-004	-7.556032e-001	1.000000e-001	-1.000000e-001	2.793104e-001
5.209317866096302e-004	7.563178e-002	1.000000e-001	-1.000000e-001	3.353524e-001
5.212581414794850e-004	9.733328e-001	1.000000e-001	-1.000000e-001	3.915304e-001
5.219108512191945e-004	2.768793e+000	1.000000e-001	-1.000000e-001	4.952556e-001
5.222011227957074e-004	3.519068e+000	1.000000e-001	-1.000000e-001	5.381263e-001
5.223537427921538e-004	3.787876e+000	1.000000e-001	-1.000000e-001	5.591861e-001
5.225562163181213e-004	3.945338e+000	1.000000e-001	-1.000000e-001	5.860412e-001
5.226794936974209e-004	3.980172e+000	1.000000e-001	-1.000000e-001	6.018786e-001
5.231996950134448e-004	3.995806e+000	1.000000e-001	-1.000000e-001	6.639777e-001
5.235898989475115e-004	3.995926e+000	1.000000e-001	-1.000000e-001	7.062228e-001
5.240012125577921e-004	3.996019e+000	1.000000e-001	-1.000000e-001	7.469237e-001
5.248238397783532e-004	3.995935e+000	1.000000e-001	-1.000000e-001	8.167666e-001
5.263783485232338e-004	3.995970e+000	1.000000e-001	-1.000000e-001	9.190392e-001
5.291751123663354e-004	3.995957e+000	1.000000e-001	-1.000000e-001	1.044083e+000
5.323717237532503e-004	3.995961e+000	1.000000e-001	-1.000000e-001	1.127745e+000
5.363045312431524e-004	3.995958e+000	1.000000e-001	-1.000000e-001	1.178488e+000
5.408066233289824e-004	3.995961e+000	1.000000e-001	-1.000000e-001	1.203573e+000
5.469575415108698e-004	3.995957e+000	1.000000e-001	-1.000000e-001	1.215529e+000
5.550000766821723e-004	3.995960e+000	1.000000e-001	-1.000000e-001	1.219779e+000
5.647657016821723e-004	3.995959e+000	1.000000e-001	-1.000000e-001	1.220665e+000
6.000000000000000e-004	3.996006e+000	1.000000e-001	-1.000000e-001	1.220739e+000
6.001134881831299e-004	3.996023e+000	9.773023e-002	-1.000000e-001	1.220300e+000
6.003404645493897e-004	3.995957e+000	9.319071e-002	-1.000000e-001	1.218549e+000
6.005264178196919e-004	3.995954e+000	8.947165e-002	-1.000000e-001	1.215730e+000
6.007595183958332e-004	3.995960e+000	8.480963e-002	-1.000000e-001	1.209948e+000
6.009997500470595e-004	3.995956e+000	8.000500e-002	-1.000000e-001	1.201443e+000
6.013218850953135e-004	3.995961e+000	7.356230e-002	-1.000000e-001	1.185377e+000
6.019661551918215e-004	3.995958e+000	6.067690e-002	-1.000000e-001	1.140897e+000
6.028568297863415e-004	3.995960e+000	4.286340e-002	-1.000000e-001	1.054581e+000
6.046381789753812e-004	3.995959e+000	7.236420e-003	-1.000000e-001	8.185959e-001
6.072154030732830e-004	3.995981e+000	-4.430806e-002	-1.000000e-001	4.038237e-001
6.076683848961755e-004	3.995979e+000	-5.336770e-002	-1.000000e-001	3.209091e-001
6.085743485419605e-004	3.995306e+000	-7.148697e-002	-1.000000e-001	1.424419e-001
6.089690375122188e-004	3.983769e+000	-7.938075e-002	-1.000000e-001	6.286196e-002
6.092106220594834e-004	3.929992e+000	-8.421244e-002	-1.000000e-001	1.324550e-002
